Rural-UrbanContinuumCode2013,PopulationEstimate2018,PopTotalMale2017,PopTotalFemale2017,FracMale2017,PopulationEstimate65+2017,PopulationDensityperSqMile2010,CensusPopulation2010,MedianAge2010,#EligibleforMedicare2018,"MedicareEnrollment,AgedTot2017",DiabetesPercentage,HeartDiseaseMortality,StrokeMortality,Smokers_Percentage,RespMortalityRate2014,#FTEHospitalTotal2017,"TotalM.D.'s,TotNon-FedandFed2017",#HospParticipatinginNetwork2017,#Hospitals,#ICU_beds,dem_to_rep_ratio,PopMale<52010,PopFmle<52010,PopMale5-92010,PopFmle5-92010,PopMale10-142010,PopFmle10-142010,PopMale15-192010,PopFmle15-192010,PopMale20-242010,PopFmle20-242010,PopMale25-292010,PopFmle25-292010,PopMale30-342010,PopFmle30-342010,PopMale35-442010,PopFmle35-442010,PopMale45-542010,PopFmle45-542010,PopMale55-592010,PopFmle55-592010,PopMale60-642010,PopFmle60-642010,PopMale65-742010,PopFmle65-742010,PopMale75-842010,PopFmle75-842010,PopMale>842010,PopFmle>842010,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,SVIPercentile,Spread Factor
4.0,57685.0,28252.0,28837.0,0.4948764210268178,8069.0,155.1,55186.0,36.0,10976.0,7938.0,13.7,213.9,48.5,18.007466655,75.62,1071.0,66.0,0.0,1.0,8.0,0.20940030281087485,2143.0,1967.0,2134.0,2008.0,2062.0,1998.0,2007.0,2089.0,1684.0,1628.0,1761.0,1731.0,1824.0,1788.0,4039.0,3966.0,3789.0,3963.0,1608.0,1642.0,1448.0,1484.0,1833.0,2101.0,782.0,1132.0,169.0,406.0,33,16,16,17,19,19,0.8806,4.9530083334365204e-06
1.0,927781.0,449967.0,470293.0,0.488956381892074,88425.0,1871.2,805321.0,33.7,111883.0,84320.0,10.9,136.0,40.2,14.495134254000002,49.15,5315.0,1796.0,0.0,3.0,82.0,1.1303771030485277,31948.0,30294.0,33811.0,32887.0,34046.0,32284.0,31293.0,28663.0,25115.0,22898.0,27849.0,27222.0,29069.0,30914.0,64553.0,68995.0,59438.0,62535.0,20853.0,22613.0,15547.0,17389.0,15764.0,18296.0,6268.0,9496.0,1599.0,3682.0,33,16,16,17,19,19,0.4347,2.771590031945655e-06
6.0,45388.0,21118.0,23449.0,0.4738483631386452,8018.0,155.5,43041.0,38.6,10072.0,7898.0,7.3,155.3,38.1,16.33135582,68.31,495.0,45.0,0.0,1.0,4.0,0.18824867323730105,1469.0,1416.0,1492.0,1461.0,1423.0,1414.0,1465.0,1323.0,1244.0,1434.0,1218.0,1463.0,1180.0,1541.0,2613.0,3053.0,2770.0,3159.0,1228.0,1458.0,1270.0,1348.0,1770.0,1975.0,929.0,1208.0,230.0,487.0,33,16,16,17,19,19,0.7146,3.147465031663498e-06
3.0,202148.0,99417.0,99918.0,0.4987433215441343,29205.0,457.5,179684.0,34.5,37379.0,29263.0,11.7,145.8,39.9,15.636843143,61.37,4546.0,475.0,1.0,1.0,85.0,0.3127597471633193,7270.0,6853.0,7379.0,7194.0,7009.0,6527.0,6790.0,6126.0,5984.0,5755.0,6211.0,5923.0,6003.0,6004.0,12964.0,12696.0,12197.0,11988.0,4814.0,4982.0,4248.0,4757.0,5397.0,6174.0,2586.0,3660.0,749.0,1444.0,33,16,16,17,19,19,0.6618,4.240174808273429e-06
2.0,34475.0,16933.0,16982.0,0.4992776057791538,6228.0,69.0,32024.0,42.0,7121.0,5479.0,11.7,164.0,45.7,13.692670769000001,51.56,0.0,55.0,0.0,0.0,0.0,0.34232573726541554,888.0,874.0,1127.0,977.0,1181.0,1060.0,1253.0,1096.0,798.0,695.0,657.0,658.0,786.0,843.0,2212.0,2352.0,2686.0,2761.0,1269.0,1320.0,1177.0,1116.0,1319.0,1337.0,506.0,717.0,116.0,243.0,33,16,16,17,19,19,0.1341,4.1437894954936285e-06
1.0,230220.0,107591.0,118222.0,0.4764606112137034,25594.0,633.1,203922.0,35.3,35479.0,25198.0,12.3,170.0,46.8,15.813825044000001,69.45,1277.0,350.0,1.0,1.0,40.0,1.09476423759951,6995.0,6840.0,8437.0,8077.0,9331.0,8900.0,8621.0,8270.0,5361.0,5543.0,5233.0,5972.0,6116.0,7456.0,16042.0,18386.0,14920.0,16157.0,5161.0,5916.0,4283.0,4857.0,4905.0,5864.0,2045.0,2881.0,409.0,944.0,33,16,16,17,19,19,0.3137,2.482097869118979e-06
3.0,155469.0,74420.0,79059.0,0.4848871832628568,19042.0,372.5,139900.0,34.5,26005.0,19209.0,9.4,192.3,45.2,17.193163254,59.57,1992.0,238.0,2.0,2.0,36.0,0.63655094552639,5218.0,4993.0,5314.0,5031.0,5230.0,5049.0,5584.0,4979.0,4665.0,4761.0,5267.0,5428.0,4449.0,4848.0,8921.0,9997.0,10356.0,10849.0,3700.0,4147.0,3168.0,3375.0,3763.0,4700.0,1993.0,2713.0,438.0,964.0,33,16,16,17,19,19,0.5669,2.756635911798677e-06
3.0,29764.0,14788.0,14682.0,0.5017984390906006,3595.0,79.5,28298.0,36.0,5003.0,3733.0,24.6,185.8,44.6,15.883967596,71.72,0.0,44.0,0.0,0.0,0.0,0.29776441856096186,979.0,886.0,1165.0,1096.0,1207.0,1195.0,1103.0,1079.0,785.0,692.0,790.0,876.0,955.0,945.0,2217.0,2248.0,2160.0,2253.0,898.0,916.0,787.0,712.0,712.0,749.0,276.0,389.0,63.0,165.0,33,16,16,17,19,19,0.3519,0.0
3.0,116321.0,56270.0,59219.0,0.4872325502861745,13808.0,220.2,109233.0,29.9,19076.0,13698.0,16.2,200.1,43.2,19.849226909000002,75.53,2710.0,251.0,1.0,1.0,48.0,0.6962791772590711,4181.0,4083.0,3715.0,3614.0,3614.0,3506.0,4735.0,5188.0,6624.0,6726.0,4524.0,4279.0,3572.0,3354.0,6480.0,6647.0,6500.0,6886.0,2641.0,2928.0,2233.0,2510.0,2781.0,3397.0,1366.0,2005.0,319.0,825.0,33,16,16,17,19,19,0.8662,1.2281285654107414e-06
2.0,21531.0,10039.0,11459.0,0.4669736719694855,3685.0,85.0,21875.0,38.4,4917.0,3677.0,17.3,196.3,43.4,19.202845615,68.95,94.0,19.0,0.0,1.0,0.0,0.6809646539027983,780.0,779.0,762.0,814.0,824.0,778.0,766.0,776.0,607.0,725.0,607.0,669.0,562.0,635.0,1275.0,1439.0,1583.0,1685.0,633.0,776.0,659.0,769.0,770.0,1009.0,342.0,527.0,80.0,244.0,33,16,16,17,19,19,0.9376,0.0
6.0,22192.0,11575.0,10717.0,0.5192445720437825,3637.0,45.9,23498.0,37.1,4710.0,3528.0,10.0,191.5,48.9,20.400288606,58.76,133.0,15.0,0.0,1.0,0.0,0.8163122224818883,883.0,849.0,823.0,738.0,834.0,780.0,866.0,728.0,887.0,646.0,908.0,671.0,846.0,640.0,1761.0,1392.0,1829.0,1600.0,717.0,773.0,585.0,655.0,785.0,986.0,364.0,574.0,98.0,280.0,33,16,16,17,19,19,0.9879,6.43732619219281e-05
2.0,194160.0,94490.0,99568.0,0.4869162827608241,25504.0,877.5,189885.0,33.5,36347.0,26014.0,12.9,255.7,46.3,20.058142913,70.04,5219.0,685.0,0.0,3.0,61.0,1.4772760972716488,7174.0,6961.0,6703.0,6523.0,6610.0,6370.0,7396.0,7090.0,7909.0,7524.0,7655.0,7582.0,6370.0,6624.0,11208.0,12225.0,12148.0,13531.0,5178.0,6063.0,4095.0,4864.0,4834.0,6631.0,2801.0,5006.0,789.0,2021.0,33,16,16,17,19,19,0.9003,0.0
1.0,109541.0,51159.0,56919.0,0.4733525786931661,13831.0,367.3,99958.0,34.7,19446.0,13581.0,16.8,182.2,46.3,17.09154095,69.92,556.0,78.0,0.0,1.0,10.0,1.0492516616458665,3858.0,3705.0,4073.0,4032.0,4201.0,4009.0,4084.0,4002.0,2868.0,2836.0,2729.0,3126.0,3168.0,3642.0,7228.0,8434.0,6505.0,7214.0,2468.0,2955.0,2271.0,2720.0,2707.0,3265.0,1183.0,1723.0,283.0,669.0,33,16,16,17,19,19,0.7070000000000001,0.0
3.0,15054.0,7354.0,7523.0,0.4943200914162802,2731.0,33.9,14899.0,40.1,3352.0,2437.0,10.0,163.7,45.9,16.893022406,58.68,0.0,3.0,0.0,0.0,0.0,0.3958918918918919,449.0,428.0,501.0,486.0,576.0,463.0,538.0,514.0,401.0,367.0,411.0,449.0,419.0,430.0,1031.0,1059.0,1152.0,1178.0,498.0,486.0,464.0,485.0,620.0,682.0,265.0,335.0,60.0,152.0,33,16,16,17,19,19,0.5217,9.489646795346277e-06
1.0,164044.0,77754.0,81691.0,0.4876540499858886,16451.0,455.9,142324.0,33.8,22356.0,15725.0,11.9,170.3,43.8,15.505948313,65.91,654.0,53.0,0.0,1.0,8.0,0.40358694191930505,5637.0,5549.0,6370.0,6140.0,6237.0,6057.0,5566.0,5240.0,3879.0,3729.0,4175.0,4703.0,4938.0,5578.0,12355.0,13045.0,10160.0,10226.0,3199.0,3544.0,2680.0,3097.0,3017.0,3559.0,1123.0,1726.0,242.0,553.0,33,16,16,17,19,19,0.1376,2.6125394928886672e-06
3.0,27297.0,13052.0,14047.0,0.4816413889811432,4237.0,184.3,27695.0,33.3,5827.0,4183.0,13.9,249.3,57.0,17.8564164,70.91,158.0,14.0,0.0,1.0,0.0,0.9421762423794569,948.0,883.0,878.0,817.0,916.0,815.0,1403.0,1614.0,1434.0,1446.0,846.0,847.0,726.0,751.0,1540.0,1621.0,1888.0,1986.0,806.0,868.0,701.0,797.0,859.0,1051.0,385.0,582.0,86.0,201.0,33,16,16,17,19,19,0.9404,0.0
1.0,31980.0,15536.0,16052.0,0.4918323413954666,6725.0,126.8,29431.0,42.1,9704.0,7518.0,11.3,194.9,40.0,14.577547745,75.98,359.0,45.0,1.0,1.0,6.0,0.16985666466397736,906.0,836.0,988.0,947.0,969.0,914.0,866.0,861.0,723.0,769.0,737.0,774.0,787.0,835.0,2033.0,1957.0,2124.0,2157.0,948.0,1172.0,1144.0,1179.0,1505.0,1579.0,601.0,729.0,109.0,282.0,33,16,16,17,19,19,0.2796,0.0
6.0,19389.0,9545.0,9762.0,0.4943802765836226,3271.0,59.3,18758.0,38.4,4367.0,3179.0,19.0,238.9,45.2,18.248512222000002,94.88,0.0,16.0,0.0,0.0,0.0,0.14328784512853066,687.0,622.0,722.0,678.0,711.0,660.0,671.0,621.0,472.0,484.0,503.0,543.0,579.0,597.0,1220.0,1335.0,1328.0,1319.0,558.0,610.0,572.0,635.0,763.0,837.0,338.0,430.0,78.0,185.0,33,16,16,17,19,19,0.657,0.0
6.0,6833.0,3253.0,3822.0,0.4597879858657244,1640.0,18.0,7719.0,42.8,1724.0,1280.0,9.4,183.7,40.4,21.368224221,53.12,283.0,2.0,0.0,1.0,0.0,1.2572777340676633,268.0,231.0,240.0,197.0,222.0,259.0,300.0,273.0,185.0,254.0,195.0,242.0,184.0,202.0,364.0,445.0,533.0,641.0,280.0,282.0,262.0,284.0,300.0,417.0,177.0,275.0,42.0,165.0,33,16,16,17,19,19,0.9739,0.00014634860237084735
2.0,201554.0,97830.0,103970.0,0.484786917740337,27355.0,618.4,200549.0,33.2,38422.0,27132.0,11.6,221.9,46.9,19.904427644000002,66.23,13878.0,1482.0,1.0,3.0,264.0,1.9955848084706267,7564.0,7287.0,6827.0,6573.0,6386.0,6251.0,8256.0,7428.0,9140.0,8662.0,8300.0,8623.0,6716.0,6673.0,11277.0,11983.0,12902.0,14552.0,5769.0,6617.0,4657.0,5394.0,5581.0,7084.0,2840.0,4559.0,800.0,1848.0,33,16,16,17,19,19,0.9328,4.961449537096758e-06
1.0,90594.0,42596.0,47716.0,0.4716538223048986,12574.0,656.6,85215.0,36.9,16790.0,12233.0,13.2,148.9,41.9,18.328330785,58.64,828.0,147.0,0.0,1.0,16.0,1.725404362665084,2893.0,2870.0,3052.0,2997.0,3415.0,3288.0,3541.0,3389.0,2662.0,2488.0,2316.0,2462.0,2303.0,2796.0,5599.0,6672.0,6088.0,7118.0,2606.0,2940.0,2183.0,2471.0,2489.0,2900.0,1112.0,1576.0,274.0,715.0,33,16,16,17,19,19,0.5529,6.30757634532719e-06
6.0,8315.0,3955.0,4337.0,0.4769657501205982,1924.0,37.1,8729.0,43.7,2414.0,1816.0,7.3,194.1,45.8,17.925390354,73.54,239.0,15.0,0.0,1.0,0.0,0.5070362473347548,261.0,240.0,268.0,269.0,316.0,301.0,295.0,276.0,197.0,213.0,191.0,220.0,213.0,247.0,467.0,535.0,611.0,712.0,303.0,290.0,317.0,330.0,458.0,500.0,194.0,316.0,48.0,141.0,33,16,16,17,19,19,0.8344,3.4361309165879216e-05
1.0,66100.0,31439.0,33941.0,0.4808657081676354,11356.0,326.1,64073.0,37.2,15549.0,11179.0,13.8,200.3,51.9,18.691568610999997,88.04,693.0,88.0,0.0,1.0,22.0,0.5980442285568196,2343.0,2282.0,2346.0,2209.0,2289.0,2119.0,2212.0,2171.0,1971.0,2016.0,2100.0,2141.0,2013.0,2070.0,4151.0,4310.0,4380.0,4622.0,1883.0,2104.0,1744.0,2058.0,2324.0,2692.0,1022.0,1538.0,268.0,695.0,33,16,16,17,19,19,0.8691,6.483682731791657e-06
6.0,29733.0,14136.0,15711.0,0.4736154387375616,4925.0,68.0,32819.0,33.8,6408.0,4868.0,13.7,216.5,42.4,20.79132037,59.24,417.0,51.0,0.0,1.0,10.0,1.0462471569370737,1167.0,1200.0,1084.0,1075.0,1167.0,1123.0,1442.0,1426.0,1477.0,1507.0,1110.0,1125.0,923.0,1004.0,1822.0,2043.0,1988.0,2201.0,920.0,1047.0,872.0,953.0,1012.0,1257.0,490.0,815.0,153.0,416.0,33,16,16,17,19,19,0.9764,2.402333145951348e-05
8.0,8039.0,3912.0,4230.0,0.4804716285924834,1588.0,23.6,8906.0,39.7,1923.0,1389.0,7.4,213.8,47.7,21.631127238,73.27,0.0,2.0,0.0,0.0,0.0,0.627906976744186,267.0,276.0,289.0,276.0,305.0,315.0,372.0,346.0,265.0,235.0,241.0,221.0,258.0,238.0,556.0,599.0,648.0,721.0,286.0,317.0,258.0,287.0,368.0,443.0,150.0,225.0,38.0,106.0,33,16,16,17,19,19,0.9197,0.0
3.0,8611.0,4173.0,4556.0,0.4780616336350098,1667.0,27.8,9315.0,39.6,2361.0,1797.0,12.1,187.6,45.5,21.255897677,66.54,0.0,3.0,0.0,0.0,0.0,1.2097118463180363,354.0,315.0,314.0,289.0,333.0,296.0,338.0,321.0,335.0,303.0,267.0,261.0,229.0,266.0,512.0,515.0,652.0,756.0,315.0,377.0,290.0,289.0,348.0,461.0,149.0,259.0,43.0,128.0,33,16,16,17,19,19,0.957,6.636030326658592e-05
4.0,44448.0,21179.0,23600.0,0.4729672391076174,8044.0,82.1,44720.0,39.6,11036.0,8195.0,12.3,175.7,44.3,17.888253782,54.7,1462.0,186.0,0.0,1.0,35.0,0.6360883505521909,1577.0,1458.0,1523.0,1486.0,1586.0,1563.0,1537.0,1567.0,1183.0,1337.0,1245.0,1317.0,1253.0,1319.0,2629.0,2990.0,3232.0,3467.0,1435.0,1608.0,1203.0,1465.0,1693.0,2046.0,848.0,1292.0,235.0,626.0,33,16,16,17,19,19,0.9108,3.2140285919983545e-05
5.0,40571.0,19668.0,20930.0,0.4844573624316469,5955.0,155.0,40118.0,34.5,8030.0,6004.0,11.2,232.5,48.6,18.826405130999998,75.27,2017.0,123.0,0.0,1.0,20.0,0.4535684474123539,1531.0,1429.0,1432.0,1471.0,1409.0,1425.0,1720.0,1670.0,1532.0,1566.0,1202.0,1291.0,1266.0,1341.0,2396.0,2537.0,2519.0,2803.0,1190.0,1209.0,953.0,1103.0,1287.0,1556.0,600.0,1028.0,173.0,479.0,33,16,16,17,19,19,0.8809,7.042327911914562e-06
7.0,26887.0,12789.0,14210.0,0.4736842105263158,4388.0,74.8,27223.0,36.0,5986.0,4354.0,14.5,264.9,61.0,19.279307904,93.67,597.0,68.0,0.0,1.0,8.0,0.35343915343915344,1156.0,1063.0,1022.0,1060.0,1035.0,1024.0,979.0,969.0,794.0,847.0,785.0,870.0,807.0,877.0,1633.0,1769.0,1769.0,1868.0,781.0,874.0,697.0,802.0,939.0,1211.0,429.0,708.0,102.0,353.0,33,16,16,17,19,19,0.9761,5.313242193518907e-06
4.0,70034.0,33637.0,36149.0,0.4820021207692087,10116.0,162.0,67044.0,36.3,13450.0,9824.0,10.1,219.2,44.5,18.043170824,69.07,1001.0,139.0,0.0,1.0,20.0,0.6166984126984127,2353.0,2396.0,2494.0,2370.0,2563.0,2480.0,2653.0,2522.0,2136.0,2230.0,1970.0,2166.0,1930.0,2147.0,4251.0,4616.0,4677.0,4873.0,2059.0,2201.0,1728.0,1926.0,2088.0,2431.0,1022.0,1661.0,291.0,810.0,33,16,16,17,19,19,0.9013,2.039825554118612e-06
6.0,7912.0,3867.0,4094.0,0.4857429971109157,1548.0,31.3,8930.0,38.7,2108.0,1558.0,16.2,228.7,49.8,18.56569517,85.33,0.0,5.0,0.0,0.0,0.0,0.5947494033412888,293.0,304.0,306.0,292.0,298.0,315.0,358.0,295.0,310.0,268.0,282.0,238.0,279.0,268.0,523.0,569.0,587.0,618.0,288.0,292.0,244.0,302.0,334.0,439.0,194.0,249.0,62.0,123.0,33,16,16,17,19,19,0.9809,3.6111512350137224e-05
6.0,26215.0,12395.0,13740.0,0.4742682226898794,4788.0,84.0,27153.0,40.3,6804.0,4849.0,10.1,268.4,61.1,18.17284267,91.79,596.0,45.0,1.0,1.0,28.0,0.4765496434448711,876.0,815.0,860.0,825.0,905.0,907.0,1035.0,966.0,809.0,770.0,712.0,731.0,760.0,814.0,1693.0,1796.0,1944.0,2113.0,893.0,926.0,799.0,952.0,1110.0,1324.0,490.0,814.0,138.0,376.0,33,16,16,17,19,19,0.8532,3.814609956131986e-05
1.0,93503.0,44553.0,47047.0,0.4863864628820961,13876.0,257.2,83768.0,37.4,17893.0,13349.0,9.2,201.6,40.1,17.28746189,73.94,301.0,55.0,0.0,1.0,7.0,0.26640963855421684,2948.0,2856.0,3263.0,3088.0,3277.0,3221.0,3025.0,2947.0,2326.0,2294.0,2206.0,2466.0,2488.0,2709.0,6018.0,6505.0,6139.0,6170.0,2453.0,2561.0,2256.0,2460.0,2870.0,3112.0,1155.0,1811.0,339.0,805.0,33,16,16,17,19,19,0.293,1.5278348593857186e-06
5.0,35680.0,17857.0,18014.0,0.4978116026874077,6107.0,40.7,36312.0,38.4,8675.0,6162.0,11.1,244.3,46.4,19.044358709,94.54,1130.0,98.0,0.0,1.0,22.0,0.4040878656172912,1261.0,1239.0,1186.0,1112.0,1161.0,1135.0,1277.0,1176.0,1375.0,1099.0,1319.0,1107.0,1208.0,1047.0,2423.0,2105.0,2521.0,2588.0,1117.0,1204.0,1007.0,1114.0,1263.0,1592.0,746.0,1146.0,205.0,579.0,33,16,16,17,19,19,0.8449,4.0038436899423446e-06
3.0,104062.0,52143.0,52515.0,0.4982227827781918,14329.0,353.2,102599.0,34.0,17985.0,13292.0,11.6,162.3,50.2,17.74828459,72.31,1160.0,194.0,1.0,1.0,34.0,0.3685285787249849,4176.0,3955.0,4271.0,4019.0,4187.0,3930.0,4035.0,3722.0,3538.0,3227.0,3461.0,3283.0,3331.0,3431.0,7262.0,7202.0,6843.0,6795.0,2739.0,2853.0,2354.0,2540.0,3160.0,3509.0,1442.0,2136.0,319.0,879.0,33,16,16,17,19,19,0.8793,0.0
3.0,20299.0,9901.0,10632.0,0.4821993863536746,3851.0,38.0,21679.0,39.7,4456.0,3375.0,29.8,169.7,47.4,18.266399671,71.99,181.0,12.0,0.0,1.0,0.0,0.3283485045513654,772.0,662.0,702.0,705.0,748.0,789.0,774.0,815.0,698.0,647.0,578.0,677.0,514.0,564.0,1278.0,1431.0,1617.0,1685.0,702.0,779.0,682.0,726.0,865.0,1037.0,374.0,522.0,93.0,243.0,33,16,16,17,19,19,0.7357,7.037644359679928e-06
2.0,980080.0,498179.0,490471.0,0.503898245081677,170319.0,1586.7,953207.0,37.8,185407.0,161457.0,9.5,132.6,35.0,10.999521277000001,26.2,16138.0,4387.0,5.0,8.0,148.0,1.9451320771427936,31571.0,29690.0,29666.0,28152.0,28771.0,27376.0,31145.0,29199.0,40399.0,32804.0,37812.0,33855.0,32099.0,30680.0,63361.0,61935.0,66150.0,65574.0,29685.0,30702.0,26278.0,27813.0,32421.0,36506.0,19383.0,27820.0,8351.0,14009.0,24,24,24,22,19,24,0.472,0.0
3.0,167207.0,82830.0,83430.0,0.4981955972573078,29133.0,133.3,154834.0,39.6,31253.0,25432.0,8.6,127.3,30.7,12.343433835,32.05,1485.0,469.0,0.0,4.0,20.0,2.4899598393574296,5161.0,4859.0,5065.0,4821.0,4932.0,4884.0,4942.0,4473.0,4231.0,4087.0,5089.0,5091.0,5285.0,5046.0,10882.0,10427.0,12181.0,12081.0,5834.0,5812.0,5034.0,4814.0,5423.0,5811.0,2552.0,3359.0,976.0,1682.0,24,24,24,22,19,24,0.3879,0.0
2.0,469966.0,228857.0,227992.0,0.5009467023020735,63583.0,372.8,392365.0,34.8,81383.0,63300.0,7.4,143.8,34.3,11.990700664,54.67,14541.0,1642.0,3.0,3.0,105.0,0.8072041129789231,14450.0,13907.0,15288.0,14776.0,14711.0,14135.0,13710.0,12793.0,12974.0,12738.0,15144.0,14078.0,14523.0,13868.0,28636.0,27189.0,27570.0,27511.0,11621.0,11995.0,9788.0,9912.0,10818.0,11971.0,5271.0,7143.0,1997.0,3848.0,24,24,24,22,22,22,0.1373,9.119200720295267e-07
7.0,22601.0,11256.0,10768.0,0.5110788231020704,4123.0,8.1,21376.0,40.4,4927.0,4156.0,3.3,93.8,30.8,12.902674825999998,36.49,364.0,116.0,1.0,1.0,0.0,1.9209580838323352,719.0,695.0,794.0,743.0,695.0,702.0,657.0,556.0,464.0,439.0,642.0,601.0,749.0,666.0,1508.0,1456.0,1746.0,1850.0,854.0,872.0,757.0,735.0,892.0,771.0,327.0,300.0,82.0,104.0,24,24,24,22,22,22,0.3239,0.0
2.0,223499.0,107312.0,109387.0,0.495212252940715,29216.0,321.6,188923.0,31.6,39028.0,28950.0,9.1,174.5,36.1,14.129309587,63.21,2098.0,198.0,1.0,3.0,41.0,0.35752403540722544,8768.0,8375.0,8740.0,8401.0,8289.0,7878.0,7550.0,7234.0,5908.0,6049.0,6275.0,6543.0,6677.0,6751.0,12298.0,12041.0,11006.0,11380.0,4775.0,5004.0,4095.0,4490.0,5544.0,6031.0,2628.0,3441.0,953.0,1799.0,24,24,24,22,22,22,0.7366,0.0
7.0,24015.0,11995.0,11632.0,0.5076818893638634,3019.0,37.5,22374.0,31.7,3821.0,2910.0,6.4,173.1,37.5,14.845888554,64.3,148.0,13.0,1.0,1.0,0.0,0.28617571059431524,1076.0,1055.0,994.0,945.0,923.0,837.0,919.0,863.0,770.0,679.0,839.0,767.0,773.0,699.0,1345.0,1285.0,1463.0,1352.0,650.0,629.0,501.0,503.0,674.0,726.0,390.0,438.0,112.0,167.0,24,24,24,22,22,22,0.6736,0.0
3.0,40408.0,19986.0,20399.0,0.4948867153646156,7914.0,46.3,39265.0,40.8,10419.0,7818.0,8.4,155.4,39.2,14.997245759,62.12,758.0,102.0,0.0,1.0,9.0,0.4512571268342836,1172.0,1046.0,1190.0,1143.0,1243.0,1179.0,1415.0,1308.0,1368.0,1378.0,1279.0,1181.0,1106.0,1066.0,2270.0,2243.0,2769.0,2775.0,1319.0,1335.0,1174.0,1243.0,1656.0,1804.0,1057.0,1329.0,450.0,767.0,24,24,24,22,22,22,0.5067,2.121220691800775e-05
5.0,86081.0,41959.0,43165.0,0.49291621634321703,12834.0,40.2,77230.0,34.4,16497.0,12888.0,7.6,164.9,37.1,13.871111815999999,71.96,1982.0,179.0,1.0,1.0,30.0,0.31435343958039136,3201.0,3166.0,2994.0,2925.0,2825.0,2718.0,2811.0,2805.0,2604.0,2675.0,2761.0,2678.0,2546.0,2465.0,4495.0,4264.0,4957.0,5045.0,2233.0,2337.0,1909.0,2110.0,2737.0,2916.0,1507.0,1958.0,535.0,1053.0,24,24,24,22,22,22,0.4955,1.1616965416293956e-05
2.0,53577.0,26714.0,26799.0,0.4992058004597014,8226.0,193.0,54165.0,36.8,10262.0,8154.0,8.3,158.9,37.6,15.135819484,59.37,0.0,88.0,0.0,0.0,0.0,0.7316397980784889,1915.0,1801.0,2193.0,2216.0,2425.0,2269.0,2291.0,2091.0,1482.0,1290.0,1318.0,1347.0,1542.0,1656.0,4008.0,4040.0,4042.0,3945.0,1634.0,1564.0,1318.0,1414.0,1855.0,1933.0,827.0,1081.0,209.0,459.0,20,17,17,16,17,17,0.4697,2.6663893621730007e-06
3.0,209983.0,104534.0,104865.0,0.4992096428349706,25933.0,201.8,201081.0,28.9,30378.0,23978.0,9.9,133.9,35.3,15.765181249000001,51.24,4032.0,831.0,1.0,2.0,51.0,1.5025473507552145,5817.0,5841.0,5359.0,5278.0,5206.0,5005.0,10724.0,9783.0,18006.0,15843.0,8943.0,8293.0,6646.0,6364.0,10607.0,10656.0,11114.0,12045.0,5266.0,5751.0,4150.0,4318.0,4720.0,5560.0,2878.0,3928.0,954.0,2026.0,20,17,17,16,17,17,0.499,1.3606543658976475e-06
6.0,32661.0,16835.0,16267.0,0.5085795420216301,6464.0,49.1,34800.0,41.6,8085.0,6508.0,11.6,175.4,41.4,15.659156087000001,54.52,454.0,32.0,1.0,2.0,0.0,0.3786398558285118,1041.0,1052.0,1062.0,999.0,1156.0,1009.0,1210.0,1146.0,1053.0,870.0,1107.0,916.0,1064.0,898.0,2323.0,2023.0,2859.0,2516.0,1205.0,1199.0,957.0,1039.0,1439.0,1610.0,867.0,1175.0,311.0,694.0,20,17,17,16,17,17,0.2408,4.373936586667366e-06
1.0,5180493.0,2530605.0,2680658.0,0.4856030102491469,743329.0,5495.1,5194675.0,35.3,845162.0,686929.0,9.0,175.1,38.7,13.776183162,41.02,111488.0,26136.0,24.0,46.0,1606.0,3.5561266923604693,174153.0,168340.0,168600.0,163237.0,172848.0,166728.0,183431.0,176759.0,184841.0,187662.0,214382.0,221128.0,197362.0,198691.0,351648.0,358147.0,346934.0,370129.0,148009.0,164357.0,119841.0,137119.0,142918.0,181603.0,81211.0,123220.0,28136.0,63241.0,20,17,17,16,17,17,0.6755,1.0340990436900227e-05
1.0,928589.0,457052.0,473076.0,0.4913861318012144,139351.0,2799.8,916924.0,38.2,164935.0,136786.0,7.7,127.9,33.3,12.257496254000001,40.66,18524.0,5185.0,8.0,6.0,257.0,1.3738064477360814,28979.0,27961.0,31707.0,30723.0,33638.0,32237.0,34144.0,31175.0,28230.0,26267.0,30554.0,29726.0,28474.0,28468.0,61636.0,64343.0,71864.0,77278.0,30645.0,32240.0,24332.0,25905.0,26923.0,30717.0,13414.0,19471.0,4811.0,11062.0,20,17,17,16,17,17,0.1611,4.922983765076445e-06
3.0,57419.0,29133.0,29151.0,0.4998455836936381,8731.0,103.1,60218.0,29.1,10501.0,7947.0,4.7,171.8,35.9,18.822572359000002,56.61,1429.0,242.0,0.0,2.0,21.0,1.0729502905100066,1582.0,1539.0,1484.0,1446.0,1451.0,1381.0,2845.0,2626.0,6279.0,5082.0,2909.0,2280.0,1808.0,1656.0,3013.0,2888.0,3287.0,3405.0,1652.0,1674.0,1407.0,1522.0,1679.0,1881.0,958.0,1394.0,322.0,768.0,20,17,17,16,17,17,0.7045,4.9759537037267405e-06
